0.000000,1.000000
0.049383,1.000000
0.098765,1.000000
0.148148,1.000000
0.197531,1.000000
0.246914,1.000000
0.296296,1.000000
0.345679,1.000000
0.395062,1.000000
0.444444,1.000000
0.493827,1.000000
0.543210,1.000000
0.592593,1.000000
0.641975,1.000000
0.691358,1.000000
0.740741,1.000000
0.790123,1.000000
0.839506,1.000000
0.888889,1.000000
0.938272,1.000000
0.987654,1.000000
1.037037,1.000000
1.086420,1.000000
1.135802,1.000000
1.185185,1.000000
1.234568,1.000000
1.283951,1.000000
1.333333,1.000000
1.382716,1.000000
1.432099,0.999999
1.481481,0.999999
1.530864,0.999990
1.580247,0.999990
1.629630,0.999920
1.679012,0.999920
1.728395,0.999443
1.777778,0.999443
1.827160,0.996754
1.876543,0.996754
1.925926,0.983930
1.975309,0.983930
2.024691,0.933093
2.074074,0.933093
2.123457,0.781065
2.172840,0.781065
2.222222,0.498342
2.271605,0.498342
2.320988,0.218960
2.370370,0.218960
2.419753,0.068535
2.469136,0.068535
2.518519,0.016444
2.567901,0.016444
2.617284,0.003065
2.666667,0.003065
2.716049,0.000421
2.765432,0.000421
2.814815,0.000038
2.864198,0.000038
2.913580,0.000002
2.962963,0.000002
3.012346,0.000000
3.061728,0.000000
3.111111,0.000000
3.160494,0.000000
3.209877,0.000000
3.259259,0.000000
3.308642,0.000000
3.358025,0.000000
3.407407,0.000000
3.456790,0.000000
3.506173,0.000000
3.555556,0.000000
3.604938,0.000000
3.654321,0.000000
3.703704,0.000000
3.753086,0.000000
3.802469,0.000000
3.851852,0.000000
3.901235,0.000000
3.950617,0.000000
