0.000000,1.000000
0.049383,1.000000
0.098765,1.000000
0.148148,1.000000
0.197531,1.000000
0.246914,1.000000
0.296296,1.000000
0.345679,1.000000
0.395062,1.000000
0.444444,1.000000
0.493827,1.000000
0.543210,1.000000
0.592593,1.000000
0.641975,1.000000
0.691358,1.000000
0.740741,1.000000
0.790123,1.000000
0.839506,1.000000
0.888889,1.000000
0.938272,1.000000
0.987654,1.000000
1.037037,1.000000
1.086420,1.000000
1.135802,1.000000
1.185185,1.000000
1.234568,1.000000
1.283951,1.000000
1.333333,1.000000
1.382716,1.000000
1.432099,1.000000
1.481481,1.000000
1.530864,1.000000
1.580247,1.000000
1.629630,1.000000
1.679012,1.000000
1.728395,1.000000
1.777778,1.000000
1.827160,1.000000
1.876543,1.000000
1.925926,1.000000
1.975309,1.000000
2.024691,1.000000
2.074074,1.000000
2.123457,1.000000
2.172840,1.000000
2.222222,1.000000
2.271605,1.000000
2.320988,1.000000
2.370370,1.000000
2.419753,1.000000
2.469136,1.000000
2.518519,0.999999
2.567901,0.999999
2.617284,0.999996
2.666667,0.999996
2.716049,0.999988
2.765432,0.999988
2.814815,0.999963
2.864198,0.999963
2.913580,0.999881
2.962963,0.999881
3.012346,0.999622
3.061728,0.999622
3.111111,0.998799
3.160494,0.998799
3.209877,0.996206
3.259259,0.996205
3.308642,0.988115
3.358025,0.988113
3.407407,0.963612
3.456790,0.963600
3.506173,0.895262
3.555556,0.895164
3.604938,0.739048
3.654321,0.738450
3.703704,0.491980
3.753086,0.489308
3.802469,0.249885
3.851852,0.240874
3.901235,0.093059
3.950617,0.067146
